Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Data Fato;Horário Fato;Município;Situação Veículo;Tipo Veículo;Ano Modelo;Marca / Modelo;Qtde Veículos
2019-005191784-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;02/02/2019;20:48:06;BOM DESPACHO;FURTADO;AUTOMOVEL;1993;FIAT/UNO MILLE;1
2019-005193649-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;00:15:00;LUZ;APREENDIDO;AUTOMOVEL;1989;GM/MONZA SL/E;1
2019-005193730-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01180;CONSUMADO;03/02/2019;00:19:00;POMPEU;RECUPERADO;MOTOCICLETA;2012;HONDA/CG 150 FAN ESI;1
2019-005194931-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;T00008;CONSUMADO;02/02/2019;23:35:01;NOVA SERRANA;APREENDIDO;CAMINHONETE;;I/TOYOTA HILUX CDSRXA4FD;1
2019-005198416-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T01311;CONSUMADO;03/02/2019;01:10:00;BAMBUI;APREENDIDO;MOTOCICLETA;;HONDA/CG 125 FAN;1
2019-005208350-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;04:20:56;MOEMA;FURTADO;AUTOMOVEL;1997;FIAT/UNO MILLE SX;1
2019-005212543-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E08034;CONSUMADO;03/02/2019;05:47:06;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2012;VW/SAVEIRO 1.6 CE CROSS;1
2019-005218224-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;07:49:59;DIVINOPOLIS;FURTADO;AUTOMOVEL;1999;FIAT/UNO MILLE EX;1
2019-005218265-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;03/02/2019;08:07:07;PARA DE MINAS;APREENDIDO;MOTOCICLETA;1992;HONDA/CG 125 TODAY;1
2019-005219272-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01180;CONSUMADO;03/02/2019;08:04:00;PARA DE MINAS;APREENDIDO;CICLOMOTOR;;I/SHINERAY XY50Q PHOENIX;1
2019-005230770-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;10:29:13;BOM DESPACHO;FURTADO;AUTOMOVEL;1991;FIAT/UNO CS;1
2019-005231120-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;03/02/2019;09:15:00;PARA DE MINAS;FURTADO;MOTONETA;2017;HONDA/BIZ 110I;1
2019-005232215-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;09:02:33;DIVINOPOLIS;FURTADO;CAMINHONETE;2010;I/TOYOTA HILUX CD4X4 SRV;1
2019-005233248-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;03/02/2019;10:24:11;PARA DE MINAS;FURTADO;MOTOCICLETA;2006;HONDA/CG 150 JOB;1
2019-005236542-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;12:04:14;NOVA SERRANA;FURTADO;CAMINHONETE;1994;FORD/PAMPA L;1
2019-005242160-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;10:30:00;MORADA NOVA DE MINAS;FURTADO;MOTOCICLETA;2013;DAFRA/RIVA 150;1
2019-005249645-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;15:08:58;ITAUNA;APREENDIDO;MOTOCICLETA;2004;YAMAHA/YBR 125E;1
2019-005249751-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;15:09:38;ITAUNA;APREENDIDO;MOTOCICLETA;1997;HONDA/CG 125 TITAN;1
2019-005250170-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;T00009;CONSUMADO;03/02/2019;13:30:00;CLAUDIO;APREENDIDO;MOTOCICLETA;;HONDA/XR 200R;1
2019-005251397-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;03/02/2019;15:22:25;PARA DE MINAS;APREENDIDO;CICLOMOTOR;2015;I/WUYANG WY48Q-2;1
2019-005257219-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;16:08:55;ITAUNA;FURTADO;MOTOCICLETA;2005;HONDA/CBX 250 TWISTER;1
2019-005259835-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;03/02/2019;15:30:21;DIVINOPOLIS;RECUPERADO;AUTOMOVEL;1999;FIAT/UNO MILLE EX;1
2019-005268431-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T01311;CONSUMADO;03/02/2019;17:20:00;LUZ;APREENDIDO;MOTOCICLETA;2008;HONDA/CG 125 FAN;1
2019-005272730-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;18:15:13;ITAUNA;APREENDIDO;AUTOMOVEL;1995;IMP/VW GOLF GL;1
2019-005276572-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;18:47:31;ITAUNA;APREENDIDO;MOTOCICLETA;2008;HONDA/CG 150 TITAN KS;1
2019-005277852-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;18:20:00;CORREGO FUNDO;APREENDIDO;AUTOMOVEL;2011;VW/GOL 1.0 GIV;1
2019-005283715-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10306;CONSUMADO;03/02/2019;19:45:00;QUARTEL GERAL;APREENDIDO;AUTOMOVEL;1995;FIAT/TEMPRA IE;1
2019-005285050-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;C01180;CONSUMADO;03/02/2019;19:46:44;NOVA SERRANA;RECUPERADO;MOTOCICLETA;2013;HONDA/CG 150 TITAN EX;1
2019-005285100-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;20:00:28;ITAUNA;APREENDIDO;MOTOCICLETA;2000;HONDA/CG 125 TITAN ES;1
2019-005286537-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;20:12:30;ARCOS;APREENDIDO;AUTOMOVEL;2008;I/CITROEN C4 PALLAS20EXA;1
2019-005294308-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E08034;CONSUMADO;03/02/2019;20:30:00;ITAPECERICA;APREENDIDO;MOTOCICLETA;;NAO INFORMADO;1
2019-005301026-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;21:20:00;POMPEU;APREENDIDO;CAMINHAO;1998;FORD/CARGO 1622;1
2019-005303655-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;22:21:00;NOVA SERRANA;APREENDIDO;CAMINHONETE;1997;VW/SAVEIRO CLI;1
2019-005307378-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T00008;CONSUMADO;03/02/2019;22:55:49;ARCOS;APREENDIDO;AUTOMOVEL;;FIAT/PALIO ATTRACTIV 1.0;1
2019-005310660-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;22:00:00;ITAUNA;FURTADO;AUTOMOVEL;2006;FIAT/PALIO FIRE;1
2019-005310791-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;18:23:00;POMPEU;APREENDIDO;AUTOMOVEL;1986;FIAT/147;1
2019-005311439-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;COPOM/7 BPM/7 RPM;C01157;CONSUMADO;03/02/2019;23:24:05;BOM DESPACHO;ROUBADO;MOTOCICLETA;2008;HONDA/CG 150 TITAN KS;1
2019-005313059-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;18:53:00;POMPEU;APREENDIDO;CAMINHONETE;2009;NAO INFORMADO;1
2019-005314040-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10306;CONSUMADO;03/02/2019;22:30:00;SANTO ANTONIO DO MONTE;APREENDIDO;AUTOMOVEL;2012;FIAT/UNO MILLE ECONOMY;1
2019-005315361-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;03/02/2019;23:45:00;BOM DESPACHO;RECUPERADO;AUTOMOVEL;1993;FIAT/UNO MILLE;1
2019-005318534-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;03/02/2019;23:50:00;POMPEU;FURTADO;CICLOMOTOR;2013;KASINSKI/SOFT;1
2019-005318913-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;03/02/2019;19:30:00;POMPEU;APREENDIDO;CICLOMOTOR;;NAO INFORMADO;1
2019-005325592-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;04/02/2019;01:50:00;ITAUNA;FURTADO;AUTOMOVEL;2012;VW/GOLF 1.6 SPORTLINE;1
2019-005341801-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;D01213;TENTADO;04/02/2019;03:30:00;CORREGO DANTA;APREENDIDO;AUTOMOVEL;1997;GM/VECTRA GLS;1
2019-005342665-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;04/02/2019;08:04:54;NOVA SERRANA;FURTADO;MOTOCICLETA;2004;HONDA/CG 150 TITAN ESD;1
2019-005345370-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;09:01:04;ITAUNA;APREENDIDO;MOTOCICLETA;2005;HONDA/CG 125 FAN;1
2019-005351666-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;A16000;CONSUMADO;04/02/2019;09:00:00;PITANGUI;RECUPERADO;MOTOCICLETA;1990;HONDA/CG 125 TODAY;1
2019-005353048-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T99000;CONSUMADO;04/02/2019;09:53:02;ITAUNA;APREENDIDO;AUTOMOVEL;2000;VW/GOL 16V;1
2019-005354750-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;10:03:37;ITAUNA;APREENDIDO;AUTOMOVEL;2009;GM/CELTA 4P SPIRIT;1
2019-005358746-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;10:26:01;ITAUNA;APREENDIDO;AUTOMOVEL;2017;FORD/KA SE 1.0 HA B;1
2019-005360325-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;10:35:15;ITAUNA;APREENDIDO;AUTOMOVEL;2008;GM/PRISMA MAXX;1
2019-005360485-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;08:24:59;ITAUNA;APREENDIDO;AUTOMOVEL;2011;FIAT/UNO WAY 1.0;1
2019-005377350-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A16000;CONSUMADO;04/02/2019;12:25:26;PARA DE MINAS;RECUPERADO;MOTOCICLETA;2006;HONDA/CG 150 JOB;1
2019-005379059-001;POLICIA MILITAR;NAO INFORMADO;50 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;04/02/2019;11:50:00;MOEMA;RECUPERADO;AUTOMOVEL;1991;FIAT/UNO CS;1
2019-005388307-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;13:53:59;FORMIGA;APREENDIDO;AUTOMOVEL;2014;RENAULT/SANDERO AUT1016V;1
2019-005403909-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;14:54:49;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;1996;FIAT/UNO MILLE EP;1
2019-005431477-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;G01311;CONSUMADO;04/02/2019;17:02:17;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;;NAO INFORMADO;1
2019-005437095-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;04/02/2019;16:53:34;NOVA SERRANA;ROUBADO;MOTOCICLETA;2012;HONDA/CG 150 FAN ESI;1
2019-005438256-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;04/02/2019;17:40:19;LAGOA DA PRATA;ROUBADO;MOTOCICLETA;2018;YAMAHA/YBR125I FACTOR ED;1
2019-005439473-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;17:14:36;NOVA SERRANA;APREENDIDO;MOTOCICLETA;2009;HONDA/CG 125 FAN ES;1
2019-005452312-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;04/02/2019;19:13:11;ITAUNA;RECUPERADO;AUTOMOVEL;2006;FIAT/PALIO FIRE;1
2019-005454077-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;04/02/2019;15:42:51;DIVINOPOLIS;RECUPERADO;AUTOMOVEL;2006;GM/VECTRA SEDAN ELEGANCE;1
2019-005468211-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;20:30:00;SAO GONCALO DO PARA;APREENDIDO;MOTOCICLETA;2012;HONDA/CG 125 FAN KS;1
2019-005477281-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;04/02/2019;22:02:29;PITANGUI;RECUPERADO;AUTOMOVEL;2016;FIAT/STRADA WORKING;1
2019-005477281-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;04/02/2019;22:02:29;PITANGUI;ROUBADO;AUTOMOVEL;2007;I/TOYOTA HILUX CD4X4;1
2019-005483787-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;17:00:00;POMPEU;APREENDIDO;MOTOCICLETA;2007;YAMAHA/YBR 125K;1
2019-005485247-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;19:30:00;DORES DO INDAIA;APREENDIDO;MOTOCICLETA;1998;IMP/PGO SUNDOWN FIFTY C;1
2019-005495530-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;04/02/2019;16:10:00;POMPEU;APREENDIDO;CICLOMOTOR;;I/SHINERAY XY 50 Q;1
2019-005496262-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;04/02/2019;23:50:10;MOEMA;ROUBADO;CAMINHONETE;2012;FIAT/STRADA ADVENTURE CD;1
2019-005510270-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;05/02/2019;07:39:59;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2014;HONDA/CG 150 TITAN EX;1
2019-005514570-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;08:30:20;ITAUNA;APREENDIDO;AUTOMOVEL;2014;FORD/ECOSPORT FSL 1.6;1
2019-005514699-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;08:20:00;BAMBUI;APREENDIDO;CAMINHONETE;2003;NISSAN/FRONTIER 4X4 SE;1
2019-005515217-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;05/02/2019;08:00:00;PARA DE MINAS;APREENDIDO;MOTOCICLETA;1995;HONDA/CG 125 TITAN;1
2019-005518070-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;08:59:50;ITAUNA;APREENDIDO;AUTOMOVEL;2015;VW/GOL TL MB S;1
2019-005518578-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;05/02/2019;09:02:27;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2006;HONDA/CG 125 FAN;1
2019-005520811-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;09:18:15;ITAUNA;APREENDIDO;AUTOMOVEL;1999;I/GM OMEGA CD;1
2019-005523436-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;09:36:28;ITAUNA;APREENDIDO;MOTOCICLETA;2007;YAMAHA/YBR 125K;1
2019-005525281-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;09:49:21;ITAUNA;APREENDIDO;AUTOMOVEL;2008;FIAT/PALIO ELX FLEX;1
2019-005528677-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;10:08:25;ITAUNA;APREENDIDO;AUTOMOVEL;2012;VW/FOX 1.6 GII;1
2019-005530438-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;05/02/2019;08:37:38;PERDIGAO;RECUPERADO;AUTOMOVEL;2013;HONDA/CIVIC LXL;1
2019-005530438-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;05/02/2019;08:37:38;PERDIGAO;RECUPERADO;MOTOCICLETA;2015;BMW/F800 GS;1
2019-005530438-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;05/02/2019;08:37:38;PERDIGAO;ROUBADO;AUTOMOVEL;2019;TOYOTA/COROLLA XEI20FLEX;1
2019-005531746-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;10:22:01;ARCOS;APREENDIDO;AUTOMOVEL;1999;VW/PARATI 16V;1
2019-005533485-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;10:20:00;BAMBUI;APREENDIDO;MOTOCICLETA;2013;HONDA/CB 300R;1
2019-005535681-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;10:49:35;ITAUNA;APREENDIDO;AUTOMOVEL;2012;FIAT/PALIO FIRE ECONOMY;1
2019-005544472-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;05/02/2019;11:42:32;LAGOA DA PRATA;APREENDIDO;MOTOCICLETA;2008;HONDA/CG 150 TITAN KS;1
2019-005546380-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;05/02/2019;11:53:32;DIVINOPOLIS;FURTADO;MOTOCICLETA;2012;HONDA/XRE 300;1
2019-005548925-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;05/02/2019;11:51:23;ITAUNA;FURTADO;MOTOCICLETA;2008;YAMAHA/FAZER YS250;1
2019-005550181-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;05/02/2019;12:35:25;PARA DE MINAS;APREENDIDO;MOTOCICLETA;1996;HONDA/CG 125 TITAN;1
2019-005561874-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;A16000;CONSUMADO;05/02/2019;14:05:32;DIVINOPOLIS;APREENDIDO;CAMINHONETE;2013;FIAT/STRADA WORKING CD;1
2019-005584998-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E08034;CONSUMADO;05/02/2019;15:00:00;BAMBUI;APREENDIDO;AUTOMOVEL;1992;FIAT/UNO MILLE;1
2019-005616415-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;I04028;CONSUMADO;05/02/2019;18:21:30;ITAUNA;APREENDIDO;MOTOCICLETA;2008;DAFRA/SPEED 150;1
2019-005621490-001;POLICIA MILITAR;2 GP/3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A16000;CONSUMADO;05/02/2019;17:50:00;PEQUI;RECUPERADO;MOTOCICLETA;2007;HONDA/XR 250 TORNADO;1
2019-005628946-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;17:45:00;ITATIAIUCU;APREENDIDO;CAMINHONETE;1999;GM/S10 2.5 D 4X4;1
2019-005632095-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;18:02:00;ITATIAIUCU;APREENDIDO;MOTOCICLETA;2002;HONDA/CG 125 TITAN ES;1
2019-005634157-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;18:40:00;ITATIAIUCU;APREENDIDO;MOTOCICLETA;2007;HONDA/POP100;1
2019-005637570-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;T01311;CONSUMADO;05/02/2019;20:54:00;PITANGUI;APREENDIDO;MOTOCICLETA;1996;NAO INFORMADO;1
2019-005646935-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;15:05:00;POMPEU;APREENDIDO;AUTOMOVEL;2004;TOYOTA/COROLLA XEI18VVT;1
2019-005649127-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;05/02/2019;18:05:00;POMPEU;APREENDIDO;AUTOMOVEL;2001;VW/GOL 16V PLUS;1
2019-005686805-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;06/02/2019;08:17:03;BOM DESPACHO;RECUPERADO;AUTOMOVEL;2014;HONDA/CG 150 TITAN ESD;1
2019-005688109-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;A99000;CONSUMADO;06/02/2019;08:59:23;ITAUNA;APREENDIDO;AUTOMOVEL;1999;FIAT/MAREA ELX;1
2019-005695652-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;06/02/2019;09:01:05;NOVA SERRANA;ROUBADO;MOTOCICLETA;2015;HONDA/CG150 START;1
2019-005700384-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;06/02/2019;10:23:16;ITAUNA;APREENDIDO;AUTOMOVEL;2005;FIAT/PALIO WEEK ELX FLEX;1
2019-005707724-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T00009;CONSUMADO;06/02/2019;07:50:00;MARTINHO CAMPOS;APREENDIDO;AUTOMOVEL;;FIAT/PALIO EDX;1
2019-005709147-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;06/02/2019;11:14:53;ITAUNA;APREENDIDO;AUTOMOVEL;2015;VW/SAVEIRO CE TL MB;1
