Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unidade Relato Nível 6;Unid Digitação Nível 6;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Código Subclasse Nat Sec1;Tentado/Consumado Nat Sec1;Código Subclasse Nat Sec2;Tentado/Consumado Nat Sec2;Código Subclasse Nat Sec3;Tentado/Consumado Nat Sec3;ALVO;Descrição Meio Utilizado;Data Comunicação Fato;Horário Comunicação Fato;Data Fato;Horário Fato;Data Última Atualização;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Matrícula Digitador;Matrícula Relator;Qtde Ocorrências
2019-024934694-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ESCALADA;28/05/2019;10:23:00;28/05/2019;10:23:51;30/05/2019;AVENIDA;PRIMEIRO DE JUNHO;;PREENCHIMENTO OPCIONAL;;1185;CENTRO;;;PARAISO DA EMPADA;DIVINOPOLIS;-20,13831870;-44,88492530;PM1383462;1383462;1
2019-009838971-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);02/03/2019;13:49:00;02/03/2019;13:49:23;04/03/2019;AVENIDA;JK;;PREENCHIMENTO OPCIONAL;;1641;BOM PASTOR;;;;DIVINOPOLIS;-20,12526730;-44,88492950;PM1543651;1543651;1
2019-000576547-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);04/01/2019;21:53:00;04/01/2019;21:53:19;07/01/2019;RUA;PARAIBA;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14208550;-44,88497110;PM1383462;1383462;1
2019-015470366-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;03/04/2019;22:41:00;03/04/2019;22:41:09;05/04/2019;RUA;PARAIBA;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14208550;-44,88497110;PM1389931;1389931;1
2019-017158880-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;13/04/2019;15:16:00;13/04/2019;15:16:11;15/04/2019;RUA;PARAIBA;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14208550;-44,88497110;PM1572536;1572536;1
2019-020755800-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;CONHECIMENTO TECNICO ESPECIFICO;04/05/2019;09:40:00;04/05/2019;02:30:00;06/05/2019;RUA;PARAIBA;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14208550;-44,88497110;PM1057264;1057264;1
2019-041357093-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);26/08/2019;19:37:00;26/08/2019;19:37:58;28/08/2019;RUA;PARAIBA;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14208550;-44,88497110;PM1501865;1501865;1
2019-011472968-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;12/03/2019;09:09:00;12/03/2019;08:00:00;14/03/2019;RUA;DIVINOPOLIS;;PREENCHIMENTO OPCIONAL;;330;SANTA CLARA;;;HOSPITAL SANTA LUCIA;DIVINOPOLIS;-20,13299150;-44,88498680;PM1543651;1543651;1
2019-029823521-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;MEIO DESCONHECIDO;24/06/2019;14:01:00;23/06/2019;22:00:00;26/06/2019;AVENIDA;DIVINO ESPIRITO SANTO;;PREENCHIMENTO OPCIONAL;;20;CENTRO;;;;DIVINOPOLIS;-20,13779670;-44,88500660;PM1389931;1389931;1
2019-004851933-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;31/01/2019;19:14:00;31/01/2019;19:14:25;02/02/2019;RUA;MEM DE SA;;PREENCHIMENTO OPCIONAL;;116;PORTO VELHO;;;;DIVINOPOLIS;-20,15080010;-44,88500910;PM1272004;1272004;1
2019-004167697-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;27/01/2019;22:05:00;27/01/2019;22:05:20;29/01/2019;AVENIDA;PRIMEIRO DE JUNHO;;PREENCHIMENTO OPCIONAL;;1147;CENTRO;;;;DIVINOPOLIS;-20,13862460;-44,88501030;PM1215649;1215649;1
2019-001326585-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);09/01/2019;21:15:00;09/01/2019;18:00:00;11/01/2019;AVENIDA;JOAQUIM ANDRE;;PREENCHIMENTO OPCIONAL;;220;SANTA CLARA;;;;DIVINOPOLIS;-20,12813980;-44,88503140;PM1311430;1311430;1
2019-007885880-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;TENTADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;19/02/2019;12:09:00;19/02/2019;12:09:31;22/02/2019;AVENIDA;JOAQUIM ANDRE;;PREENCHIMENTO OPCIONAL;;220;SANTA CLARA;;;;DIVINOPOLIS;-20,12813980;-44,88503140;PM1135623;1135623;1
2019-018672162-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ABUSO DE CONFIANCA;22/04/2019;16:00:00;22/04/2019;16:00:29;24/04/2019;AVENIDA;JOAQUIM ANDRE;;PREENCHIMENTO OPCIONAL;;220;SANTA CLARA;;;agencia BB bom pastor;DIVINOPOLIS;-20,12813980;-44,88503140;PM1106780;1106780;1
2019-032966167-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);11/07/2019;10:03:00;11/07/2019;10:03:44;13/07/2019;AVENIDA;JOAQUIM ANDRE;;PREENCHIMENTO OPCIONAL;;220;SANTA CLARA;;;;DIVINOPOLIS;-20,12813980;-44,88503140;PM1506815;1505007;1
2019-048032925-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;01/10/2019;20:42:00;30/09/2019;20:30:00;03/10/2019;AVENIDA;JOAQUIM ANDRE;;PREENCHIMENTO OPCIONAL;;220;SANTA CLARA;;;;DIVINOPOLIS;-20,12813980;-44,88503140;PM1185883;1185883;1
2019-049258059-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ABUSO DE CONFIANCA;08/10/2019;15:20:00;08/10/2019;15:20:20;10/10/2019;AVENIDA;JOAQUIM ANDRE;;PREENCHIMENTO OPCIONAL;;220;SANTA CLARA;;;;DIVINOPOLIS;-20,12813980;-44,88503140;PM1341676;1341676;1
2019-023299870-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;18/05/2019;21:38:00;18/05/2019;21:38:02;20/05/2019;AVENIDA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;718;CENTRO;;;;DIVINOPOLIS;-20,14261560;-44,88503310;PM1058585;1058585;1
2019-051400440-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ABUSO DE CONFIANCA;20/10/2019;12:57:00;20/10/2019;12:57:00;22/10/2019;AVENIDA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;718;CENTRO;;;;DIVINOPOLIS;-20,14261560;-44,88503310;PM1544246;1544246;1
2019-038594526-001;POLICIA MILITAR;INVÁLIDO;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;12/08/2019;00:03:00;12/08/2019;00:03:25;13/08/2019;RUA;RIO DE JANEIRO;RIO DE JANEIRO;PREENCHIMENTO OPCIONAL;;30.0000;CENTRO;CENTRO;;;DIVINOPOLIS;-20,14324690;-44,88504950;PM1458744;1499805;1
2019-011467545-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;12/03/2019;08:56:00;11/03/2019;23:00:00;14/03/2019;RUA;OSVALDO MACHADO GONTIJO;;PREENCHIMENTO OPCIONAL;;1310;CENTRO;;apto 201;;DIVINOPOLIS;-20,13719790;-44,88506330;PM1106780;1106780;1
2019-003785345-001;POLICIA CIVIL;53 CIA PM/23 BPM/7 RPM;1ª DELEGACIA REGIONAL DE POLICIA CIVIL/DIVINOPOLIS;1ª DELEGACIA REGIONAL DE POLICIA CIVIL/DIVINOPOLIS;DELEGACIA DE POLICIA CIVIL DE PLANTAO/DIVINOPOLIS;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);25/01/2019;09:32:00;24/01/2019;10:00:00;26/01/2019;RUA;RIO DE JANEIRO;;PREENCHIMENTO OPCIONAL;;0;CENTRO;;em frente arte pão;;DIVINOPOLIS;-20,14347740;-44,88506660;PC1256683;1256683;1
2019-032212273-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARMAS DE FOGO;07/07/2019;02:34:00;07/07/2019;02:34:40;09/07/2019;AVENIDA;JK;;PREENCHIMENTO OPCIONAL;;1615;BOM PASTOR;;;AUTPOSTO GENTIL;DIVINOPOLIS;-20,12571350;-44,88509400;PM1186063;1186063;1
2019-033471726-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARMAS DE FOGO;14/07/2019;03:43:00;14/07/2019;03:43:35;15/07/2019;AVENIDA;JK;;PREENCHIMENTO OPCIONAL;;1615;BOM PASTOR;;POSTO GENTIL;;DIVINOPOLIS;-20,12571350;-44,88509400;PM1135615;1135615;1
2019-017732510-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;16/04/2019;21:13:00;16/04/2019;21:13:56;18/04/2019;RUA;CRISTOVAO TEIXEIRA;;PREENCHIMENTO OPCIONAL;;342;BOM PASTOR;;apto 101;;DIVINOPOLIS;-20,12263130;-44,88510520;PM1400951;1400951;1
2019-049270367-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ABUSO DE CONFIANCA;08/10/2019;16:11:00;08/10/2019;16:11:04;10/10/2019;RUA;IGUATAMA;;PREENCHIMENTO OPCIONAL;;146;BOM PASTOR;;;;DIVINOPOLIS;-20,12118290;-44,88512080;PM1057264;1057264;1
2019-011001719-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);09/03/2019;11:17:00;09/03/2019;11:17:28;11/03/2019;RUA;SAO PAULO;;PREENCHIMENTO OPCIONAL;;3;CENTRO;;;SERVIÇO MUNICIPAL DO LUTO;DIVINOPOLIS;-20,14475600;-44,88512090;PM1058312;1058312;1
2019-009980245-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Diversos;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);03/03/2019;11:03:00;03/03/2019;11:03:44;05/03/2019;AVENIDA;SETE DE SETEMBRO;;PREENCHIMENTO OPCIONAL;;120;SANTA CLARA;;;;DIVINOPOLIS;-20,12650010;-44,88513850;PM1144302;1144302;1
2019-000876414-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;07/01/2019;10:03:00;07/01/2019;10:03:07;09/01/2019;RUA;SAO PAULO;;PREENCHIMENTO OPCIONAL;;7;CENTRO;;;;DIVINOPOLIS;-20,14476550;-44,88513940;PM1572536;1572536;1
2019-009748589-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;01/03/2019;21:27:00;01/03/2019;21:27:08;03/03/2019;RUA;ITAMARANDIBA;;JK;;;BOM PASTOR;;;;DIVINOPOLIS;-20,12625560;-44,88515700;PM1057264;1057264;1
2019-018936744-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;23/04/2019;23:00:00;23/04/2019;22:50:00;26/04/2019;RUA;BOM SUCESSO;;DONA MARIA JOAQUINA;;;ANTONIO FONSECA;;;;DIVINOPOLIS;-20,15878100;-44,88517670;PM1274497;1274497;1
2019-036574769-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);31/07/2019;16:55:00;31/07/2019;16:55:36;02/08/2019;RUA;MAESTRO JOAO PINTO;;PREENCHIMENTO OPCIONAL;;561;ESPLANADA;;;;DIVINOPOLIS;-20,15592330;-44,88518500;PM1543529;1543529;1
2019-036799029-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;01/08/2019;19:06:00;01/08/2019;19:06:55;03/08/2019;RUA;CORONEL JOAO NOTINI;;PREENCHIMENTO OPCIONAL;;150;CENTRO;;;;DIVINOPOLIS;-20,14092490;-44,88520930;PM1400951;1400951;1
2019-002243737-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;TENTADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;15/01/2019;18:15:00;15/01/2019;18:15:29;17/01/2019;AVENIDA;DIVINO ESPIRITO SANTO;;OSVALDO MACHADO GONTIJO;;;CENTRO;;;;DIVINOPOLIS;-20,13780940;-44,88521290;PM1462308;1462308;1
2019-018053393-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;18/04/2019;17:24:00;18/04/2019;17:24:48;20/04/2019;RUA;CENTRALINA;;PREENCHIMENTO OPCIONAL;;291;BOM PASTOR;;APTO 202;;DIVINOPOLIS;-20,12564940;-44,88522880;PM1135615;1135615;1
2019-037092108-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;03/08/2019;14:28:00;02/08/2019;15:40:00;05/08/2019;AVENIDA;CORONEL JOVELINO RABELO;;PREENCHIMENTO OPCIONAL;;712;PORTO VELHO;;;;DIVINOPOLIS;-20,14933570;-44,88525770;PM1699594;1699594;1
2019-034804480-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;21/07/2019;20:07:00;21/07/2019;20:07:51;23/07/2019;RUA;SIQUEIRA CAMPOS;;PREENCHIMENTO OPCIONAL;;283;PORTO VELHO;;;;DIVINOPOLIS;-20,14999880;-44,88527070;PM1716604;1699156;1
2019-015363578-001;POLICIA CIVIL;53 CIA PM/23 BPM/7 RPM;CEFLAN 2 / 1º DEPARTAMENTO;CEFLAN 2 / 1º DEPARTAMENTO;CEFLAN 2 / 1º DEPARTAMENTO;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;AMEACA;03/04/2019;12:40:00;01/04/2019;20:00:00;05/04/2019;RUA;CORONEL JOAO NOTINI;;PREENCHIMENTO OPCIONAL;;151;CENTRO;;;;DIVINOPOLIS;-20,14111160;-44,88527280;PC1205020;1205020;1
2019-032434395-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ABUSO DE CONFIANCA;08/07/2019;15:15:00;06/07/2019;08:00:00;10/07/2019;RUA;CORONEL JOAO NOTINI;;PREENCHIMENTO OPCIONAL;;151;CENTRO;;;;DIVINOPOLIS;-20,14111160;-44,88527280;PM1500214;1500214;1
2019-023438022-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;19/05/2019;21:58:00;19/05/2019;21:58:34;20/05/2019;RUA;DIVINOPOLIS;;PREENCHIMENTO OPCIONAL;;355;SANTA CLARA;;;;DIVINOPOLIS;-20,13306090;-44,88530290;PM1168483;1168483;1
2019-033663500-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ESCALADA;15/07/2019;11:34:00;15/07/2019;11:34:59;16/07/2019;RUA;FRANCISCO FERREIRA LOPES;;PREENCHIMENTO OPCIONAL;;320;CENTRO;;apt 202;;DIVINOPOLIS;-20,13528210;-44,88531780;PM1269885;1269885;1
