Número REDS;Órgão Unidade Registro
2018-021244797-001;POLICIA MILITAR
2018-046063869-001;POLICIA MILITAR
2018-057969869-001;POLICIA MILITAR
2019-016119350-001;POLICIA MILITAR
2019-026075685-001;POLICIA MILITAR
2018-000727694-001;POLICIA MILITAR
2019-025407838-001;POLICIA MILITAR
2018-044236403-001;POLICIA MILITAR
2018-038192876-001;POLICIA MILITAR
2018-056409973-001;POLICIA MILITAR
2018-057830837-001;POLICIA MILITAR
2019-021740490-001;POLICIA MILITAR
2018-013944402-001;POLICIA MILITAR
2018-039116984-001;POLICIA MILITAR
2019-046601053-001;POLICIA MILITAR
2018-038628457-001;POLICIA MILITAR
2018-018180561-001;POLICIA MILITAR
2018-004761870-001;POLICIA MILITAR
2018-004759360-001;POLICIA MILITAR
2019-031214773-001;POLICIA MILITAR
2019-010566490-001;POLICIA MILITAR
2019-021929163-001;POLICIA MILITAR
2019-011969850-001;POLICIA MILITAR
2018-032940892-001;POLICIA MILITAR
2019-011470172-001;POLICIA MILITAR
2019-027506126-001;POLICIA CIVIL
2018-004120546-001;POLICIA MILITAR
2018-058065425-001;POLICIA MILITAR
2019-007866710-001;POLICIA MILITAR
2018-001671773-001;POLICIA MILITAR
2018-000655576-001;POLICIA MILITAR
2018-002035180-001;POLICIA MILITAR
2018-045073854-001;POLICIA MILITAR
2018-038989503-001;POLICIA MILITAR
2018-041233016-001;POLICIA MILITAR
2018-005456665-001;POLICIA MILITAR
2019-018732505-001;POLICIA MILITAR
2018-057074760-001;POLICIA MILITAR
2019-039243312-001;POLICIA MILITAR
2018-012763650-001;POLICIA MILITAR
2019-046764069-001;POLICIA MILITAR
2018-050539396-001;POLICIA MILITAR
2018-033847133-001;POLICIA MILITAR
2019-051368392-001;POLICIA MILITAR
2018-047185925-001;POLICIA MILITAR
2019-019397149-001;POLICIA MILITAR
2019-013839942-001;POLICIA MILITAR
2018-015275507-001;POLICIA MILITAR
2019-041662342-001;POLICIA MILITAR
2019-032113440-001;POLICIA MILITAR
2018-019057399-001;POLICIA MILITAR
2019-050970561-001;POLICIA MILITAR
2019-009833981-001;POLICIA MILITAR
2018-009586745-001;POLICIA MILITAR
2018-020508400-001;POLICIA MILITAR
2018-055750289-001;POLICIA MILITAR
2019-022469656-001;POLICIA MILITAR
2019-023202511-001;POLICIA MILITAR
2019-051080918-001;POLICIA MILITAR
2019-018503407-001;POLICIA MILITAR
2018-051240950-001;POLICIA MILITAR
2018-045776040-001;POLICIA MILITAR
2018-039414172-001;POLICIA MILITAR
2018-043397090-001;POLICIA MILITAR
2018-008213931-001;POLICIA MILITAR
2019-020199975-001;POLICIA MILITAR
2018-013274668-001;POLICIA MILITAR
2018-020754220-001;POLICIA MILITAR
2018-033182911-001;POLICIA MILITAR
2018-046657180-001;POLICIA MILITAR
2018-058004729-001;POLICIA MILITAR
2018-054473822-001;POLICIA MILITAR
2018-052101299-001;POLICIA MILITAR
2018-002864091-001;POLICIA MILITAR
2019-013597869-001;POLICIA MILITAR
2019-020600165-001;POLICIA MILITAR
2018-001092623-001;POLICIA MILITAR
2019-048778054-001;POLICIA MILITAR
2018-041034964-001;POLICIA MILITAR
2019-016636409-001;POLICIA MILITAR
2018-007146520-001;POLICIA CIVIL
2018-045084280-001;POLICIA MILITAR
2018-000827556-001;POLICIA MILITAR
2018-056835739-001;POLICIA MILITAR
2019-051946770-001;POLICIA MILITAR
2019-022241461-001;POLICIA MILITAR
2019-042718935-001;POLICIA MILITAR
2018-044976425-001;POLICIA MILITAR
2018-032830505-001;POLICIA MILITAR
2018-005634131-001;POLICIA MILITAR
2019-026035733-001;POLICIA MILITAR
2018-052991076-001;POLICIA MILITAR
2018-022673710-001;POLICIA CIVIL
2018-012091113-001;POLICIA MILITAR
2018-035733586-001;POLICIA MILITAR
2019-045656749-001;POLICIA MILITAR
2018-027034699-001;POLICIA MILITAR
2019-013026262-001;POLICIA MILITAR
2018-044608430-001;POLICIA MILITAR
2019-025694219-001;POLICIA MILITAR
2018-041813524-001;POLICIA MILITAR
2018-024741273-001;POLICIA MILITAR
2018-013152856-001;POLICIA MILITAR
2018-033708130-001;POLICIA MILITAR
2018-036427154-001;POLICIA MILITAR
2018-012951749-001;POLICIA MILITAR
2018-023702028-001;POLICIA MILITAR
2019-019543882-001;POLICIA MILITAR
2018-010858765-001;POLICIA MILITAR
2018-057526253-001;POLICIA MILITAR
2018-001659675-001;POLICIA CIVIL
2018-014556621-001;POLICIA MILITAR
2018-033926056-001;POLICIA MILITAR
2018-000862358-001;POLICIA MILITAR
2018-000247912-001;POLICIA MILITAR
2018-007048551-001;POLICIA MILITAR
2019-003244572-001;POLICIA MILITAR
2018-007863429-001;POLICIA MILITAR
2018-028441678-001;POLICIA MILITAR
2018-020606162-001;POLICIA MILITAR
2018-025448089-001;POLICIA MILITAR
2018-001091710-001;POLICIA MILITAR
2018-032870457-001;POLICIA MILITAR
2018-048015549-001;POLICIA MILITAR
2018-026189707-001;POLICIA MILITAR
2018-038702091-001;POLICIA MILITAR
2019-012161050-001;POLICIA MILITAR
2019-009780712-001;POLICIA MILITAR
2018-000862449-001;POLICIA MILITAR
2019-017015941-001;POLICIA MILITAR
2018-045767052-001;POLICIA MILITAR
2019-057881685-001;POLICIA MILITAR
2018-013785973-001;POLICIA MILITAR
2018-016005676-001;POLICIA MILITAR
2019-030125087-001;POLICIA MILITAR
2019-049997652-001;POLICIA MILITAR
2018-044606835-001;POLICIA MILITAR
2019-015483290-001;POLICIA MILITAR
2018-009913028-001;POLICIA MILITAR
2019-023284740-001;POLICIA MILITAR
2019-048414208-001;POLICIA MILITAR
2018-012545956-001;POLICIA MILITAR
2018-048237764-001;POLICIA MILITAR
2018-017560794-001;POLICIA MILITAR
2018-029769916-001;POLICIA MILITAR
2019-058476461-001;POLICIA MILITAR
2018-025684843-001;POLICIA MILITAR
2018-049793125-001;POLICIA CIVIL
2018-012325231-001;POLICIA MILITAR
2018-014744410-001;POLICIA CIVIL
2018-002676080-001;POLICIA CIVIL
2018-010653807-001;POLICIA MILITAR
2018-036687974-001;POLICIA MILITAR
2018-049644715-001;POLICIA MILITAR
2019-017059497-001;POLICIA MILITAR
2018-007738197-001;POLICIA MILITAR
2018-023844354-001;POLICIA MILITAR
2018-052654313-001;POLICIA MILITAR
2019-002355831-001;POLICIA MILITAR
2019-025668602-001;POLICIA MILITAR
2018-014548731-001;POLICIA MILITAR
2018-038160450-001;POLICIA MILITAR
2019-053752270-001;POLICIA MILITAR
2018-041948937-001;POLICIA MILITAR
2019-050892643-001;POLICIA MILITAR
2018-037556764-001;POLICIA MILITAR
2018-011767033-001;POLICIA MILITAR
2018-015355283-001;POLICIA MILITAR
2019-048860193-001;POLICIA MILITAR
2019-011528087-001;POLICIA MILITAR
2019-032855420-001;POLICIA MILITAR
2018-041532365-001;POLICIA MILITAR
2019-018989810-001;POLICIA MILITAR
2018-049992753-001;POLICIA MILITAR
2019-047128798-001;POLICIA MILITAR
2019-004625882-001;POLICIA MILITAR
2019-018928603-001;POLICIA MILITAR
2019-039638882-001;POLICIA MILITAR
2018-046313951-001;POLICIA MILITAR
2019-034181366-001;POLICIA MILITAR
2018-022699370-001;POLICIA MILITAR
2018-017839982-001;POLICIA MILITAR
2019-029855724-001;POLICIA MILITAR
2018-055154630-001;POLICIA MILITAR
2018-031733678-001;POLICIA MILITAR
2018-018659360-001;POLICIA MILITAR
2018-001947262-001;POLICIA MILITAR
2019-052836628-001;POLICIA MILITAR
2018-046945901-001;POLICIA MILITAR
2019-043710503-001;POLICIA MILITAR
2018-022761057-001;POLICIA MILITAR
2019-051663098-001;POLICIA MILITAR
2018-019141821-001;POLICIA MILITAR
2018-013777832-001;POLICIA MILITAR
2019-039186731-001;POLICIA MILITAR
2018-004501677-001;POLICIA MILITAR
2018-033885227-001;POLICIA MILITAR
2018-043089930-001;POLICIA MILITAR
2019-015442763-001;POLICIA MILITAR
2018-050012755-001;POLICIA MILITAR
2019-002447606-001;POLICIA MILITAR
2018-008012410-001;POLICIA MILITAR
2018-026852575-001;POLICIA MILITAR
2018-021058324-001;POLICIA MILITAR
2018-018564930-001;POLICIA MILITAR
2019-008453321-001;POLICIA MILITAR
2019-001499135-001;POLICIA MILITAR
2018-008279881-001;POLICIA MILITAR
2018-042758714-001;POLICIA MILITAR
2018-036043058-001;POLICIA MILITAR
2019-048208370-001;POLICIA MILITAR
2018-036584961-001;POLICIA MILITAR
2018-013832609-001;POLICIA MILITAR
2018-021291511-001;POLICIA MILITAR
2018-035529817-001;POLICIA MILITAR
2018-007827635-001;POLICIA MILITAR
2019-019719886-001;POLICIA MILITAR
2019-044542087-001;POLICIA MILITAR
2019-048491264-001;POLICIA MILITAR
2018-040126850-001;POLICIA MILITAR
2018-003814518-001;POLICIA MILITAR
2019-023121370-001;POLICIA MILITAR
2018-028438477-001;POLICIA CIVIL
2018-057992456-001;POLICIA MILITAR
2018-007839116-001;POLICIA MILITAR
2018-019383750-001;POLICIA MILITAR
2019-012805981-001;POLICIA MILITAR
2018-030954443-001;POLICIA MILITAR
2018-012451669-001;POLICIA MILITAR
2018-050977394-001;POLICIA MILITAR
2018-035405235-001;POLICIA MILITAR
2019-006391834-001;POLICIA MILITAR
2019-058340957-001;POLICIA MILITAR
2018-016581539-001;POLICIA MILITAR
2019-012374760-001;POLICIA MILITAR
2018-048045181-001;POLICIA MILITAR
2018-041623480-001;POLICIA MILITAR
2018-050562820-001;POLICIA MILITAR
2019-018517335-001;POLICIA MILITAR
2018-047779653-001;POLICIA MILITAR
2018-051642612-001;POLICIA MILITAR
2018-048151157-001;POLICIA MILITAR
2018-042577207-001;POLICIA MILITAR
2018-000539601-001;POLICIA MILITAR
2018-007375369-001;POLICIA MILITAR
2018-051919410-001;POLICIA MILITAR
2019-005466200-001;POLICIA MILITAR
2019-017070588-001;POLICIA MILITAR
2018-018325878-001;POLICIA MILITAR
2019-025681339-001;POLICIA MILITAR
2018-009231250-001;POLICIA MILITAR
2018-053750908-001;POLICIA MILITAR
2019-043377478-001;POLICIA MILITAR
2018-019006371-001;POLICIA MILITAR
2018-006797551-001;POLICIA MILITAR
2019-026479936-001;POLICIA MILITAR
2019-001515785-001;POLICIA MILITAR
2018-002532710-001;POLICIA MILITAR
2018-005351822-001;POLICIA MILITAR
2019-023642757-001;POLICIA MILITAR
2018-056338680-001;POLICIA MILITAR
2018-016032653-001;POLICIA MILITAR
2018-022906335-001;POLICIA MILITAR
2019-003200347-001;POLICIA MILITAR
2019-014671613-001;POLICIA MILITAR
2019-017443420-001;POLICIA MILITAR
2019-010001793-001;POLICIA MILITAR
2019-023384969-001;POLICIA MILITAR
2019-054825074-001;POLICIA MILITAR
2018-019445409-001;POLICIA MILITAR
2018-048730539-001;POLICIA MILITAR
2018-018317200-001;POLICIA MILITAR
2019-055574692-001;POLICIA CIVIL
2019-046691810-001;POLICIA MILITAR
2018-056055951-001;POLICIA MILITAR
2018-035928348-001;POLICIA MILITAR
2018-047653410-001;POLICIA MILITAR
2019-012337903-001;POLICIA MILITAR
2018-011056656-001;POLICIA MILITAR
2018-032267587-001;POLICIA MILITAR
2018-014177950-001;POLICIA MILITAR
2018-041073961-001;POLICIA MILITAR
2019-011762723-002;POLICIA CIVIL
2019-048165270-001;POLICIA CIVIL
2018-028151661-001;POLICIA MILITAR
2018-041318707-001;POLICIA MILITAR
2018-008479029-001;POLICIA MILITAR
2018-041062372-001;POLICIA MILITAR
2019-009663615-001;POLICIA MILITAR
2019-048242886-001;POLICIA MILITAR
2018-025737560-001;POLICIA MILITAR
2018-017915598-001;POLICIA MILITAR
2019-057706619-001;POLICIA MILITAR
2018-050932387-001;POLICIA MILITAR
2019-026956175-001;POLICIA MILITAR
2018-048916042-001;POLICIA MILITAR
2018-044085535-001;POLICIA MILITAR
2019-011487559-001;POLICIA MILITAR
2018-050152480-001;POLICIA MILITAR
2019-020873564-001;POLICIA MILITAR
2018-001990387-001;POLICIA MILITAR
2018-053477880-001;POLICIA MILITAR
2018-000393792-001;POLICIA MILITAR
2018-047991400-001;POLICIA MILITAR
2018-017805410-001;POLICIA MILITAR
2018-042590591-001;POLICIA MILITAR
2018-025251155-001;POLICIA MILITAR
2019-058822788-001;POLICIA MILITAR
2019-049105640-001;POLICIA MILITAR
2019-015061150-001;POLICIA MILITAR
2019-052695062-001;POLICIA MILITAR
2018-048501101-001;POLICIA MILITAR
2019-029722245-001;POLICIA MILITAR
2018-021336574-001;POLICIA MILITAR
2018-055564578-001;POLICIA MILITAR
2019-030387893-001;POLICIA MILITAR
2019-025705301-001;POLICIA MILITAR
2018-036835732-001;POLICIA MILITAR
2018-032271074-001;POLICIA MILITAR
2019-032976660-001;POLICIA MILITAR
2019-042995010-001;POLICIA MILITAR
2019-026311824-001;POLICIA MILITAR
2019-014539574-001;POLICIA MILITAR
2018-033517846-001;POLICIA MILITAR
2019-014016251-001;POLICIA MILITAR
2019-018820312-001;POLICIA MILITAR
2019-001480364-001;POLICIA MILITAR
2018-039572969-001;POLICIA MILITAR
2018-031823010-001;POLICIA MILITAR
2019-020482494-001;POLICIA MILITAR
2019-028134937-001;POLICIA MILITAR
2018-045780114-001;POLICIA MILITAR
2018-011518370-001;POLICIA MILITAR
2019-058110118-001;POLICIA MILITAR
2019-036551896-001;POLICIA MILITAR
2018-053075803-001;POLICIA CIVIL
2019-025920917-001;POLICIA MILITAR
2018-044886151-001;POLICIA MILITAR
2019-058615560-001;POLICIA MILITAR
2018-000209440-001;POLICIA MILITAR
2018-032098033-001;POLICIA MILITAR
2019-051853223-001;POLICIA MILITAR
2019-058139449-001;POLICIA MILITAR
2019-008302715-001;POLICIA MILITAR
2018-038091308-001;POLICIA MILITAR
2018-006523158-001;POLICIA MILITAR
2018-037673125-001;POLICIA MILITAR
2019-014613754-001;POLICIA MILITAR
2018-002499490-001;POLICIA MILITAR
2019-046412678-001;POLICIA MILITAR
2019-009483429-001;POLICIA MILITAR
2018-054671566-001;POLICIA MILITAR
2018-037942180-001;POLICIA MILITAR
2019-057509124-001;POLICIA MILITAR
2018-051969880-001;POLICIA MILITAR
2018-049175389-001;POLICIA MILITAR
2018-036166739-001;POLICIA MILITAR
2018-039165056-001;POLICIA MILITAR
2019-046741378-001;POLICIA MILITAR
2019-049111271-001;POLICIA MILITAR
2019-017401370-001;POLICIA MILITAR
2018-001011443-001;POLICIA MILITAR
2018-015726760-001;POLICIA MILITAR
2018-056755367-001;POLICIA MILITAR
2018-043451134-001;POLICIA MILITAR
2018-039389032-001;POLICIA MILITAR
2018-005776414-001;POLICIA MILITAR
2018-006791883-001;POLICIA MILITAR
2019-001457792-001;POLICIA CIVIL
2019-056233666-001;POLICIA MILITAR
2019-000753608-001;POLICIA MILITAR
2018-002324085-001;POLICIA MILITAR
2018-002061604-001;POLICIA MILITAR
2019-001729333-001;POLICIA MILITAR
2019-039470387-001;POLICIA MILITAR
2019-030745528-001;POLICIA MILITAR
2018-031989650-001;POLICIA MILITAR
2018-044161307-001;POLICIA MILITAR
2019-004421762-001;POLICIA MILITAR
2018-015892634-001;POLICIA MILITAR
2018-035543799-001;POLICIA MILITAR
2019-004621213-002;POLICIA CIVIL
2019-018684470-001;POLICIA MILITAR
2018-016351962-001;POLICIA MILITAR
2018-044355315-001;POLICIA MILITAR
2018-054866280-001;POLICIA MILITAR
2018-047547580-001;POLICIA MILITAR
2019-029564256-001;POLICIA MILITAR
2018-028506346-001;POLICIA MILITAR
2018-036873870-001;POLICIA MILITAR
2018-008613400-001;POLICIA MILITAR
2018-005308491-001;POLICIA MILITAR
2019-047291881-001;POLICIA MILITAR
2019-002719978-001;POLICIA MILITAR
2018-028390765-001;POLICIA MILITAR
2019-038859736-001;POLICIA MILITAR
2018-005227422-001;POLICIA MILITAR
2019-053074705-001;POLICIA MILITAR
2019-006696773-001;POLICIA MILITAR
2018-005879587-001;POLICIA MILITAR
2018-049079365-001;POLICIA MILITAR
2018-039576080-001;POLICIA MILITAR
2018-047759258-001;POLICIA MILITAR
2018-000339609-001;POLICIA MILITAR
2018-038278264-001;POLICIA MILITAR
2018-007917376-001;POLICIA MILITAR
2019-052252256-001;POLICIA MILITAR
2019-029302446-001;POLICIA MILITAR
2019-040772503-001;POLICIA MILITAR
2019-003403960-001;POLICIA MILITAR
2019-017719405-001;POLICIA MILITAR
2019-055360592-001;POLICIA MILITAR
2018-034872870-001;POLICIA MILITAR
2019-012984567-001;POLICIA MILITAR
2019-023211030-001;POLICIA MILITAR
2018-004958160-001;POLICIA MILITAR
2019-012774214-001;POLICIA MILITAR
2019-016832799-001;POLICIA MILITAR
2019-056268468-001;POLICIA MILITAR
2019-009736922-001;POLICIA MILITAR
2019-017830141-001;POLICIA MILITAR
2018-046346529-001;POLICIA MILITAR
2019-004213932-001;POLICIA MILITAR
2018-052449164-001;POLICIA MILITAR
2019-055364939-001;POLICIA MILITAR
2019-049428209-001;POLICIA MILITAR
2019-052061828-001;POLICIA MILITAR
2019-006683592-001;POLICIA MILITAR
2019-001684246-001;POLICIA MILITAR
2018-029718704-001;POLICIA MILITAR
2018-032760364-001;POLICIA MILITAR
2018-008283416-001;POLICIA MILITAR
2018-021951110-001;POLICIA MILITAR
2019-056233430-001;POLICIA MILITAR
2018-057196691-001;POLICIA MILITAR
2019-042138730-001;POLICIA MILITAR
2019-008415830-001;POLICIA MILITAR
2019-017518449-001;POLICIA MILITAR
2018-012410753-001;POLICIA MILITAR
2018-042854662-001;POLICIA MILITAR
2018-024253930-001;POLICIA MILITAR
2019-031967123-001;POLICIA MILITAR
2019-028162906-001;POLICIA MILITAR
2019-056760188-001;POLICIA MILITAR
2019-031215661-001;POLICIA MILITAR
2018-046745021-001;POLICIA MILITAR
2019-039284453-001;POLICIA MILITAR
2019-033390020-001;POLICIA MILITAR
2018-050362294-001;POLICIA MILITAR
2019-023824130-001;POLICIA MILITAR
2019-006837661-001;POLICIA MILITAR
2019-057690971-001;POLICIA MILITAR
2018-040092280-001;POLICIA MILITAR
2018-030776804-001;POLICIA MILITAR
2018-038954727-001;POLICIA MILITAR
2018-052736606-001;POLICIA MILITAR
2018-046850243-001;POLICIA MILITAR
2019-043189833-001;POLICIA MILITAR
2018-024891960-001;POLICIA MILITAR
2018-054018253-001;POLICIA MILITAR
2018-006518008-001;POLICIA MILITAR
2018-012452388-001;POLICIA MILITAR
2018-019900397-001;POLICIA MILITAR
2018-021076025-001;POLICIA MILITAR
2018-039906795-001;POLICIA MILITAR
2018-050302614-001;POLICIA MILITAR
2019-005075519-001;POLICIA MILITAR
2019-038686830-001;POLICIA MILITAR
2019-047919588-001;POLICIA MILITAR
2019-041318579-001;POLICIA MILITAR
2019-035153773-001;POLICIA MILITAR
2018-033701062-001;POLICIA MILITAR
2019-017039427-001;POLICIA MILITAR
2019-025930652-001;POLICIA MILITAR
2018-045330503-001;POLICIA MILITAR
2019-036424802-001;POLICIA MILITAR
2018-002768758-001;POLICIA MILITAR
2018-033901250-001;POLICIA MILITAR
2018-036273122-001;POLICIA MILITAR
2018-055181279-001;POLICIA MILITAR
2019-013948153-001;POLICIA MILITAR
2019-028831048-001;POLICIA MILITAR
2019-054433166-001;POLICIA MILITAR
2019-018009008-001;POLICIA MILITAR
2019-025268020-001;POLICIA MILITAR
2018-024970315-001;POLICIA MILITAR
2019-046811666-001;POLICIA MILITAR
2019-007776722-001;POLICIA MILITAR
2018-046119432-001;POLICIA MILITAR
2019-008441487-001;POLICIA MILITAR
2018-004960066-001;POLICIA MILITAR
2018-015743741-001;POLICIA MILITAR
2018-004739791-001;POLICIA MILITAR
2018-009033993-001;POLICIA MILITAR
2018-004868878-001;POLICIA MILITAR
2018-012850118-001;POLICIA MILITAR
2018-049096087-001;POLICIA MILITAR
2018-008263101-001;POLICIA MILITAR
2018-048072171-001;POLICIA MILITAR
2019-015276975-001;POLICIA MILITAR
2019-028581020-001;POLICIA MILITAR
2019-031391412-001;POLICIA MILITAR
2018-012180304-001;POLICIA MILITAR
2019-051543062-001;POLICIA MILITAR
2018-027581600-001;POLICIA MILITAR
2018-014546009-001;POLICIA MILITAR
2018-000630598-001;POLICIA MILITAR
2019-028634220-001;POLICIA MILITAR
2018-031960106-001;POLICIA MILITAR
2019-055373219-001;POLICIA MILITAR
2019-003909173-001;POLICIA MILITAR
2019-033393927-001;POLICIA MILITAR
2018-005010780-001;POLICIA MILITAR
2018-006484789-001;POLICIA MILITAR
2018-021090449-001;POLICIA MILITAR
2018-034793813-001;POLICIA MILITAR
2018-011681121-001;POLICIA CIVIL
2018-035311719-001;POLICIA MILITAR
2018-050233478-001;POLICIA MILITAR
2019-046923970-001;POLICIA MILITAR
2018-039027304-001;POLICIA MILITAR
2018-017740439-001;POLICIA MILITAR
2018-039543519-001;POLICIA CIVIL
2018-002086088-001;POLICIA MILITAR
2018-003087760-001;POLICIA CIVIL
2018-011721940-001;POLICIA CIVIL
2019-046511836-001;POLICIA MILITAR
2018-000381653-001;POLICIA MILITAR
2018-001398918-001;POLICIA MILITAR
2018-002899244-001;POLICIA MILITAR
2018-019712740-001;POLICIA MILITAR
2018-008206667-001;POLICIA MILITAR
2019-029388083-001;POLICIA MILITAR
2018-048116327-001;POLICIA MILITAR
2019-035447132-001;POLICIA MILITAR
2018-035526657-001;POLICIA MILITAR
2018-045574550-001;POLICIA MILITAR
2019-052367930-001;POLICIA MILITAR
2018-036355848-001;POLICIA MILITAR
2018-002611360-001;POLICIA MILITAR
2018-013953535-001;POLICIA MILITAR
2018-037056236-001;POLICIA MILITAR
2019-057954726-001;POLICIA MILITAR
2019-028616439-001;POLICIA MILITAR
2019-051830021-001;POLICIA MILITAR
2019-042372123-001;POLICIA MILITAR
2018-000569482-001;POLICIA MILITAR
2019-004080492-001;POLICIA MILITAR
2019-051513198-001;POLICIA MILITAR
2019-029904519-001;POLICIA MILITAR
2018-001720988-001;POLICIA MILITAR
2019-051025604-001;POLICIA MILITAR
2019-031630756-001;POLICIA MILITAR
2019-058979820-001;POLICIA MILITAR
2018-035359996-001;POLICIA MILITAR
2018-034398682-001;POLICIA MILITAR
2019-051430041-001;POLICIA MILITAR
2018-056176167-001;POLICIA CIVIL
2018-035016227-001;POLICIA MILITAR
2019-055634775-001;POLICIA MILITAR
2018-057785044-001;POLICIA MILITAR
2019-039753389-001;POLICIA MILITAR
2019-054804395-001;POLICIA MILITAR
2018-057463032-001;POLICIA MILITAR
2018-051550155-001;POLICIA CIVIL
2018-029695620-001;POLICIA MILITAR
2019-030614693-001;POLICIA MILITAR
2019-009554884-001;POLICIA MILITAR
2019-044542243-001;POLICIA MILITAR
2019-007531346-001;POLICIA MILITAR
2019-002407617-001;POLICIA CIVIL
2018-036658643-001;POLICIA MILITAR
2018-021452608-001;POLICIA MILITAR
2018-019514300-001;POLICIA MILITAR
2019-000090551-001;POLICIA MILITAR
2019-046039440-001;POLICIA MILITAR
2018-035436684-001;POLICIA MILITAR
2018-007455665-001;POLICIA MILITAR
2018-007663924-001;POLICIA MILITAR
2018-010246117-001;POLICIA MILITAR
2019-023989418-001;POLICIA MILITAR
2019-044986750-001;POLICIA MILITAR
2018-036437360-001;POLICIA MILITAR
2018-004572927-001;POLICIA MILITAR
2018-004579342-001;POLICIA MILITAR
2018-026350966-001;POLICIA MILITAR
2018-057476740-001;POLICIA MILITAR
2018-003373687-001;POLICIA MILITAR
2018-015989533-001;POLICIA MILITAR
2018-042671156-001;POLICIA MILITAR
